UID,פיילוט,dateTimeCreate,shem_mishpacha_talmid,shem_male_talmid,mosad.code,mosad.teur,kita.code,kita.teur,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
STU0164,פיילוט א,2024-09-04 11:59:00,פרידמן,אורי,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,5,5,5,5,4,3,3,5,4
STU0165,פיילוט ג,2025-01-15 13:19:00,דהן,ליאור,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,3,1,2,1,2,3,1,2,1
STU0166,פיילוט א,2024-10-08 08:16:00,בן יוסף,גלית,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,2,1,1,2,1,3,1,3,1
STU0167,פיילוט א,2024-11-26 12:48:00,נחמיאס,ניר,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,4,3,5,5,4,3,5,5,5
STU0168,פיילוט ג,2025-01-13 08:53:00,מזרחי,יוסף,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,2,1,4,3,3,3,3,4,1
STU0169,פיילוט א,2024-09-16 17:40:00,כץ,ניר,1001,בית ספר אורט נהריה,י2,כיתה י׳2,1,1,3,1,1,2,2,2,1
STU0170,פיילוט א,2024-09-05 16:52:00,אלמוג,דוד,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,4,2,2,1,4,5,2,4,2
STU0171,פיילוט ג,2024-12-05 14:29:00,שלום,אייל,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,3,3,5,5,5,3,4,5,3
STU0172,פיילוט ג,2024-09-15 08:44:00,אברהם,מיכל,1004,בית ספר דה שליט רחובות,י1,כיתה י׳1,5,5,4,3,5,3,4,5,4
STU0173,פיילוט ב,2024-12-31 12:02:00,מזרחי,תמר,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,2,2,1,3,1,2,1,3,2
STU0174,פיילוט ב,2024-11-01 17:53:00,שפירא,יונתן,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,3,5,4,5,5,2,4,4,5
STU0175,פיילוט ג,2024-10-30 09:21:00,כץ,שון,1006,בית ספר נעמן עכו,י2,כיתה י׳2,5,5,4,5,5,3,3,4,4
STU0176,פיילוט ב,2024-10-18 17:42:00,שפירא,מיכל,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,5,4,5,4,4,3,5,5,4
STU0177,פיילוט א,2024-12-09 13:23:00,פרץ,מיכל,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,1,1,2,1,1,4,2,1,2
STU0178,פיילוט ב,2025-01-10 14:06:00,כהן,מיכל,1001,בית ספר אורט נהריה,י1,כיתה י׳1,3,1,2,1,2,4,2,4,3
STU0179,פיילוט א,2025-01-22 11:36:00,בן דוד,דוד,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,3,1,2,1,1,3,1,1,2
STU0180,פיילוט א,2024-11-16 15:50:00,מזרחי,ליאור,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,4,4,5,3,4,2,4,5,4
STU0181,פיילוט ג,2024-12-11 13:53:00,כץ,יעל,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,2,2,3,1,1,2,1,2,1
STU0182,פיילוט ב,2024-11-20 10:25:00,ברק,גיל,1006,בית ספר נעמן עכו,י2,כיתה י׳2,4,3,2,2,3,5,3,2,2
STU0183,פיילוט א,2024-10-17 16:01:00,זיו,רונית,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,3,2,3,2,2,5,1,4,3
STU0184,פיילוט ב,2025-02-16 10:45:00,אלמוג,יעל,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,1,1,3,2,1,4,1,1,1
STU0185,פיילוט ג,2025-02-27 16:38:00,מזרחי,אורי,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,4,2,4,3,4,4,3,2,2
STU0186,פיילוט ג,2024-11-24 14:06:00,כהן,אורי,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,2,3,4,1,4,5,3,4,2
STU0187,פיילוט ג,2024-12-28 17:44:00,בן דוד,שירה,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,3,2,3,3,2,2,1,2,1
STU0188,פיילוט ב,2024-12-26 11:33:00,נחמיאס,ליאור,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,4,4,4,3,5,2,4,5,4
STU0189,פיילוט ב,2024-11-27 09:43:00,אברהם,אייל,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,3,1,2,1,1,2,2,1,1
STU0190,פיילוט א,2025-02-16 14:25:00,כהן,שון,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,4,2,3,1,3,5,1,2,3
STU0191,פיילוט ג,2024-09-27 16:11:00,אלון,אדר,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,3,1,4,1,2,4,3,2,3
STU0192,פיילוט א,2025-01-29 09:22:00,אלון,רחל,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,5,4,5,5,5,4,4,5,4
STU0193,פיילוט ג,2024-11-18 09:11:00,אלון,שירה,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,2,2,3,1,2,2,1,1,1
STU0194,פיילוט ג,2024-10-15 16:10:00,נחמיאס,גיל,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,5,4,5,3,5,4,5,5,5
STU0195,פיילוט ב,2025-01-08 15:26:00,נחמיאס,עמית,1003,תיכון הרצליה תל אביב,ט2,כיתה ט׳2,4,1,3,1,3,3,1,3,3
STU0196,פיילוט א,2024-10-14 15:36:00,נחמיאס,יונתן,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,5,3,4,4,4,3,3,5,4
STU0197,פיילוט א,2024-09-27 11:19:00,לוי,רחל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,5,4,5,3,5,3,5,4,4
STU0198,פיילוט א,2025-02-09 14:10:00,כץ,שירה,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,2,1,2,3,4,5,2,4,3
STU0199,פיילוט א,2024-11-14 12:36:00,דהן,הדס,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,5,4,5,4,5,4,3,5,5
STU0200,פיילוט ב,2024-11-03 14:31:00,ביטון,גלית,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,4,5,4,5,4,2,3,5,4
STU0201,פיילוט ב,2024-12-04 15:31:00,ברק,גלית,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,1,4,1,3,5,3,3,3
STU0202,פיילוט ג,2024-10-26 14:52:00,פרידמן,ניר,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,5,4,5,5,5,3,3,5,4
STU0203,פיילוט ב,2024-09-26 15:01:00,פרץ,דוד,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,4,3,2,3,3,4,3,2,1
STU0204,פיילוט א,2024-12-02 12:05:00,אלון,דוד,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,2,3,2,3,3,3,2,2,3
STU0205,פיילוט ג,2024-10-25 15:04:00,ביטון,גלית,1001,בית ספר אורט נהריה,י2,כיתה י׳2,4,3,2,2,4,3,3,2,1
STU0206,פיילוט ג,2024-09-19 11:24:00,מזרחי,אורי,1004,בית ספר דה שליט רחובות,יא1,כיתה יא׳1,2,1,4,2,2,4,3,2,2
STU0207,פיילוט ב,2024-09-03 17:41:00,אברהם,רחל,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,2,2,2,3,4,3,1,4,3
STU0208,פיילוט א,2024-10-06 09:37:00,שפירא,ליאור,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,3,1,2,3,2,3,1,1,1
STU0209,פיילוט א,2024-11-12 08:54:00,גרוס,רונית,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,4,5,4,3,5,4,5,5,5
STU0210,פיילוט ב,2025-01-31 09:33:00,כהן,ליאור,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,4,1,2,2,3,3,1,3,3
STU0211,פיילוט ב,2024-09-18 08:16:00,פרידמן,יוסף,1006,בית ספר נעמן עכו,ט2,כיתה ט׳2,3,2,4,3,2,4,1,2,3
STU0212,פיילוט ב,2025-02-11 16:34:00,כץ,שירה,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,3,3,4,3,3,4,3,3,1
STU0213,פיילוט ב,2025-02-22 09:19:00,אלמוג,אייל,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,5,3,4,5,5,3,5,5,5
STU0214,פיילוט א,2024-10-15 09:00:00,ביטון,נועה,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,2,2,4,3,2,4,3,4,3
STU0215,פיילוט ב,2024-10-01 08:21:00,אלמוג,תמר,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,4,3,3,1,3,3,3,3,3
STU0216,פיילוט ג,2024-10-13 13:10:00,דהן,אורי,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,4,1,3,2,4,4,1,3,3
STU0217,פיילוט ג,2024-10-16 08:35:00,אלמוג,אייל,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,2,1,2,1,2,4,2,3,1
STU0218,פיילוט ב,2024-10-16 11:51:00,בן דוד,יוסף,1006,בית ספר נעמן עכו,ט2,כיתה ט׳2,2,1,1,3,1,2,2,3,1
STU0219,פיילוט ב,2025-01-23 12:47:00,כץ,אייל,1007,תיכון מקיף גבעתיים,ט1,כיתה ט׳1,3,2,2,3,3,3,2,2,2
STU0220,פיילוט ג,2025-01-17 13:40:00,כהן,אדר,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,2,3,4,1,2,3,2,2,1
STU0221,פיילוט ג,2024-09-16 10:45:00,דהן,מיכל,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,4,3,3,1,2,5,1,3,2
STU0222,פיילוט ג,2025-02-11 14:04:00,שלום,גלית,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,4,2,3,3,2,5,1,4,1
STU0223,פיילוט ג,2024-12-25 12:14:00,מזרחי,רונית,1001,בית ספר אורט נהריה,י2,כיתה י׳2,3,4,5,4,5,4,5,5,4
STU0224,פיילוט ג,2024-12-01 11:28:00,גרוס,רחל,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,3,3,4,4,5,3,4,4,5
STU0225,פיילוט א,2024-10-08 09:45:00,שמש,ליאור,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,3,5,5,5,5,4,3,4,4
STU0226,פיילוט א,2024-11-03 09:29:00,פרץ,שירה,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,2,1,1,1,1,3,2,3,2
STU0227,פיילוט א,2025-01-28 17:16:00,מזרחי,נועה,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,1,1,1,2,1,4,2,3,1
STU0228,פיילוט ג,2024-12-20 14:31:00,כהן,יעל,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,2,1,3,1,2,4,1,2,3
STU0229,פיילוט ב,2024-11-02 12:31:00,אלמוג,יונתן,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,3,4,5,4,4,2,5,5,5
STU0230,פיילוט א,2024-09-05 14:50:00,אלון,ניר,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,3,1,3,1,4,5,1,4,3
STU0231,פיילוט ג,2024-11-11 08:51:00,נחמיאס,הדס,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,3,2,3,1,2,4,3,2,1
STU0232,פיילוט ג,2024-10-27 17:54:00,שפירא,ליאור,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,3,3,4,5,4,3,5,5,3
STU0233,פיילוט א,2025-01-24 17:09:00,שלום,רונית,1003,תיכון הרצליה תל אביב,ט2,כיתה ט׳2,2,2,3,2,2,2,2,3,1
STU0234,פיילוט ב,2025-01-01 08:21:00,כץ,רונית,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,4,3,4,3,4,4,3,4,5
STU0235,פיילוט ג,2024-12-03 09:23:00,שפירא,גלית,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,4,3,4,3,5,4,3,4,5
STU0236,פיילוט ב,2025-01-22 17:50:00,אלון,אייל,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,2,1,4,2,4,4,3,3,1
STU0237,פיילוט ב,2025-01-24 08:11:00,כץ,אדר,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,3,1,1,1,2,2,2,3,1
STU0238,פיילוט ג,2025-02-10 09:52:00,ברק,רחל,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,4,3,5,5,4,2,4,5,3
STU0239,פיילוט א,2024-12-22 14:10:00,אלמוג,ניר,1001,בית ספר אורט נהריה,י1,כיתה י׳1,5,3,5,4,4,4,3,4,4
STU0240,פיילוט ג,2024-09-09 12:01:00,ברק,תמר,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,2,2,4,3,4,3,1,3,1
STU0241,פיילוט ב,2025-01-02 08:27:00,אברהם,שון,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,4,3,5,3,5,2,4,5,5
STU0242,פיילוט א,2024-11-07 12:19:00,שמש,אורי,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,4,3,4,4,5,4,5,5,5
STU0243,פיילוט ג,2025-02-08 17:30:00,פרידמן,אורי,1001,בית ספר אורט נהריה,י2,כיתה י׳2,3,1,2,2,2,4,1,3,3
STU0244,פיילוט א,2024-11-07 09:41:00,בן יוסף,יעל,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,2,1,2,1,1,3,1,2,2
STU0245,פיילוט ב,2025-01-23 08:09:00,פרץ,מיכל,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,2,2,2,2,3,4,2,2,2
STU0246,פיילוט ג,2024-12-31 17:56:00,שמש,ניר,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,4,1,4,1,3,5,2,4,3
STU0247,פיילוט ב,2024-12-24 10:10:00,פרידמן,רונית,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,1,2,3,3,2,4,2,1,1
STU0248,פיילוט ב,2024-09-18 09:24:00,בן יוסף,יעל,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,5,4,4,5,4,4,4,5,5
STU0249,פיילוט ב,2024-10-09 10:36:00,שלום,גלית,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,3,1,4,3,4,5,2,2,2
STU0250,פיילוט ג,2025-01-25 17:30:00,לוי,דוד,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,1,1,3,2,1,3,1,3,1
STU0251,פיילוט א,2024-09-13 15:58:00,דהן,ליאור,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,3,2,3,2,1,3,1,3,1
STU0252,פיילוט ב,2024-12-23 13:17:00,אלמוג,שון,1001,בית ספר אורט נהריה,י1,כיתה י׳1,3,2,4,3,2,3,1,3,3
STU0253,פיילוט ב,2024-11-19 16:25:00,ביטון,הדס,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,4,5,5,5,5,2,5,4,3
STU0254,פיילוט א,2024-12-04 15:32:00,שפירא,אורי,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,3,3,4,4,4,3,5,4,4
STU0255,פיילוט ב,2024-11-06 09:18:00,כהן,יעל,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,4,2,2,2,4,5,2,3,1
STU0256,פיילוט ג,2025-01-10 08:55:00,כהן,ניר,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,1,1,3,1,2,2,1,3,1
STU0257,פיילוט א,2024-12-18 14:54:00,אלון,רחל,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,1,1,2,3,1,4,2,3,1
STU0258,פיילוט ב,2024-12-05 16:41:00,כץ,שון,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,4,3,4,2,4,3,1,4,3
STU0259,פיילוט ג,2025-02-14 12:12:00,ביטון,הדס,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,4,3,5,4,5,3,4,5,5
STU0260,פיילוט ג,2024-11-06 14:25:00,שפירא,יוסף,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,4,2,4,1,4,3,3,3,2
STU0261,פיילוט ג,2024-10-14 16:11:00,גרוס,אורי,1004,בית ספר דה שליט רחובות,י1,כיתה י׳1,1,2,3,3,1,4,1,3,1
STU0262,פיילוט ג,2024-10-28 12:26:00,ברק,ליאור,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,5,5,4,5,5,4,3,4,4
STU0263,פיילוט ב,2024-10-20 16:07:00,שפירא,הדס,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,2,2,2,3,4,5,3,2,2
STU0264,פיילוט א,2024-10-17 09:31:00,ברק,דוד,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,3,3,5,4,5,3,3,5,5
STU0265,פיילוט א,2025-02-05 14:40:00,אלמוג,יעל,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,4,4,4,3,5,2,4,4,3
STU0266,פיילוט ב,2024-09-05 08:40:00,שמש,אייל,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,3,5,4,5,5,2,4,5,3
STU0267,פיילוט א,2024-12-26 16:38:00,בן דוד,אדר,1006,בית ספר נעמן עכו,י1,כיתה י׳1,4,5,5,4,4,2,3,5,4
STU0268,פיילוט א,2024-10-04 11:46:00,כהן,גלית,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,3,2,2,1,3,3,1,2,3
STU0269,פיילוט ב,2024-09-13 09:41:00,כהן,יוסף,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,3,1,2,3,1,4,2,1,2
STU0270,פיילוט ב,2025-02-09 08:19:00,אלמוג,אורי,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,2,3,3,2,4,3,1,4,3
STU0271,פיילוט ג,2024-09-28 15:12:00,כץ,רונית,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,1,1,1,3,2,4,1,2,1
STU0272,פיילוט ג,2025-02-24 15:21:00,שמש,נועה,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,4,5,5,4,4,2,5,5,3
STU0273,פיילוט א,2024-09-26 12:41:00,שמש,רחל,1001,בית ספר אורט נהריה,יא2,כיתה יא׳2,5,5,5,3,4,4,3,5,5
STU0274,פיילוט ב,2024-09-30 09:54:00,לוי,נועה,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,3,3,4,4,5,4,4,5,5
STU0275,פיילוט ג,2024-10-17 09:25:00,שפירא,רחל,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,4,4,5,5,5,4,3,5,4
STU0276,פיילוט ב,2024-10-11 09:26:00,שלום,ניר,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,2,1,3,1,1,2,2,3,1
STU0277,פיילוט ג,2024-12-15 15:02:00,מזרחי,תמר,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,3,3,2,3,4,3,2,3,1
STU0278,פיילוט ג,2025-01-12 17:06:00,אלמוג,אייל,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,3,2,3,3,2,2,2,2,2
STU0279,פיילוט ג,2025-01-08 15:54:00,נחמיאס,דוד,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,3,1,1,3,2,2,1,3,1
STU0280,פיילוט ב,2024-12-13 11:05:00,זיו,רחל,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,2,2,3,1,4,3,3,4,2
STU0281,פיילוט ב,2024-09-10 16:35:00,כהן,מיכל,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,3,1,3,3,4,3,1,3,2
STU0282,פיילוט ג,2025-01-22 17:38:00,נחמיאס,ליאור,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,5,5,5,4,5,2,3,5,4
STU0283,פיילוט א,2024-12-05 09:02:00,אברהם,ניר,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,3,1,1,2,1,4,1,3,2
STU0284,פיילוט ג,2024-10-26 15:52:00,פרידמן,אדר,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,3,1,1,2,2,2,1,1,1
STU0285,פיילוט ב,2024-10-05 15:00:00,בן דוד,יוסף,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,5,5,5,3,5,3,5,5,5
STU0286,פיילוט ג,2025-02-16 17:38:00,ברק,הדס,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,4,1,4,3,2,5,1,2,2
STU0287,פיילוט ג,2025-02-02 16:19:00,בן יוסף,אדר,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,1,1,2,2,1,3,1,1,1
STU0288,פיילוט א,2025-01-07 16:44:00,ברק,אורי,1004,בית ספר דה שליט רחובות,ט2,כיתה ט׳2,3,1,3,2,2,2,2,3,1
STU0289,פיילוט ב,2024-09-04 16:06:00,כהן,יעל,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,4,3,4,2,4,5,3,3,2
STU0290,פיילוט ג,2024-11-15 11:48:00,בן יוסף,יוסף,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,3,4,4,4,5,3,3,4,5
STU0291,פיילוט ב,2024-10-31 16:50:00,גרוס,יוסף,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,5,5,5,5,4,4,5,5,4
STU0292,פיילוט ב,2024-10-28 13:48:00,שלום,יונתן,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,2,2,1,1,2,3,1,3,1
STU0293,פיילוט ג,2024-10-01 14:02:00,אלמוג,תמר,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,4,4,4,5,4,2,3,5,5
STU0294,פיילוט א,2025-01-31 08:49:00,כץ,גיל,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,3,1,3,2,4,3,1,2,2
STU0295,פיילוט ג,2025-01-08 10:26:00,בן יוסף,יונתן,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,3,1,4,2,4,3,1,4,1
STU0296,פיילוט ב,2024-12-31 16:52:00,כהן,אורי,1007,תיכון מקיף גבעתיים,ט1,כיתה ט׳1,3,5,5,4,5,3,3,5,5
STU0297,פיילוט א,2024-11-05 16:46:00,גרוס,נועה,1006,בית ספר נעמן עכו,י2,כיתה י׳2,3,2,1,1,2,3,1,1,1
STU0298,פיילוט ג,2024-10-13 16:34:00,כהן,מיכל,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,3,1,3,3,2,4,3,2,1
STU0299,פיילוט ג,2025-02-13 09:47:00,ביטון,נועה,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,1,2,2,1,1,4,2,3,1
STU0300,פיילוט ב,2024-11-06 14:24:00,זיו,יעל,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,3,3,4,3,5,4,3,5,3
STU0301,פיילוט א,2025-01-28 08:44:00,מזרחי,ליאור,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,4,1,4,1,4,5,3,2,3
STU0302,פיילוט ג,2024-10-11 16:14:00,ביטון,יעל,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,4,1,3,2,3,4,3,2,2
STU0303,פיילוט א,2024-09-11 08:36:00,כץ,יעל,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,4,3,4,2,2,5,3,2,1
STU0304,פיילוט א,2024-10-18 11:39:00,דהן,רונית,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,3,2,2,1,1,4,2,1,1
STU0305,פיילוט ג,2024-11-04 09:12:00,שלום,ניר,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,2,3,3,3,4,3,2,4,1
STU0306,פיילוט א,2024-12-25 13:39:00,גרוס,גלית,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,1,1,2,2,2,1,2,1
STU0307,פיילוט ג,2025-02-12 14:17:00,אלון,שירה,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,3,2,2,1,3,3,1,4,3
STU0308,פיילוט ב,2024-11-11 10:57:00,בן יוסף,רונית,1006,בית ספר נעמן עכו,י2,כיתה י׳2,3,2,3,3,2,3,3,4,1
STU0309,פיילוט ג,2025-01-30 11:58:00,לוי,יונתן,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,5,3,4,5,5,2,5,5,4
STU0310,פיילוט ג,2024-12-28 16:32:00,מזרחי,יעל,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,4,1,3,2,2,5,3,3,1
STU0311,פיילוט א,2025-01-23 17:42:00,ביטון,ניר,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,1,2,3,1,2,2,1,1,1
STU0312,פיילוט א,2025-01-11 13:24:00,נחמיאס,רחל,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,2,1,1,2,1,2,1,3,1
STU0313,פיילוט ג,2025-01-24 10:24:00,שפירא,ליאור,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,2,3,4,3,3,5,2,4,3
STU0314,פיילוט ב,2025-01-07 10:28:00,אברהם,אייל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,2,3,3,2,3,4,2,4,1
STU0315,פיילוט ג,2024-10-29 14:51:00,ברק,אורי,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,2,1,2,1,3,5,3,2,3
STU0316,פיילוט ב,2025-01-25 17:10:00,ביטון,הדס,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,2,3,2,3,3,3,1,2,1
STU0317,פיילוט א,2025-02-17 12:05:00,פרידמן,רחל,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,3,4,4,5,5,4,5,5,3
STU0318,פיילוט ב,2024-11-07 10:46:00,ברק,רחל,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,3,4,5,3,5,2,5,5,5
STU0319,פיילוט ב,2025-02-03 09:11:00,נחמיאס,שון,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,2,1,2,1,4,5,3,3,1
STU0320,פיילוט ג,2025-02-14 14:33:00,אלמוג,ליאור,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,2,1,3,3,2,5,3,2,3
STU0321,פיילוט ג,2024-12-18 10:16:00,נחמיאס,אייל,1001,בית ספר אורט נהריה,יא2,כיתה יא׳2,2,2,3,2,4,5,3,4,1
STU0322,פיילוט ג,2024-10-01 16:00:00,שפירא,רונית,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,3,2,2,1,4,5,1,4,3
STU0323,פיילוט ב,2024-12-03 17:17:00,שפירא,רונית,1006,בית ספר נעמן עכו,י2,כיתה י׳2,3,4,5,5,5,3,5,5,5
STU0324,פיילוט ג,2025-02-28 14:47:00,ביטון,אורי,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,2,2,4,3,3,4,2,4,2
STU0325,פיילוט ג,2025-02-28 08:10:00,שפירא,נועה,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,3,3,5,4,5,4,5,5,5
STU0326,פיילוט א,2024-09-10 14:59:00,שפירא,שון,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,4,2,2,1,3,3,2,2,3
STU0327,פיילוט ג,2024-10-20 08:50:00,כץ,הדס,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,5,5,4,4,2,5,5,4
